Archaeolemur edwardsi,Archaeolemur,https://en.wikipedia.org/wiki/Archaeolemur,"Archaeolemur is an extinct genus of lemurs that includes two species, Archaeolemur edwardsi and A. majori.
The genus was widespread throughout Madagascar through much of the Holocene epoch, and its remains are often abundant at fossil sites across the island. Jungers estimated their body weight to be between 15 and 35 kg."
Archaeolemur majori,Archaeolemur,https://en.wikipedia.org/wiki/Archaeolemur,"Archaeolemur is an extinct genus of lemurs that includes two species, Archaeolemur edwardsi and A. majori.
The genus was widespread throughout Madagascar through much of the Holocene epoch, and its remains are often abundant at fossil sites across the island. Jungers estimated their body weight to be between 15 and 35 kg."
Arctodus simus,Short-faced bear,https://en.wikipedia.org/wiki/Short-faced_bear,"The short-faced bear (Arctodus spp.) is an extinct bear that inhabited North America during the Pleistocene epoch from about 1.8 Mya until 11,000 years ago. It was the most common early North American bear and was most abundant in California. There are two recognized species: Arctodus pristinus and Arctodus simus, with the latter considered to be one of the largest known terrestrial mammalian carnivores that has ever existed."
Arctotherium tarijense,Tremarctinae,https://en.wikipedia.org/wiki/Tremarctinae,"The Tremarctinae or short-faced bears is a subfamily of Ursidae that contains one living representative, the spectacled bear (Tremarctos ornatus) of South America, and several extinct species from four genera: the Florida spectacled bear (Tremarctos floridanus), the North American short-faced bears of genera Plionarctos (P. edensis and P. harroldorum) and Arctodus (A. pristinus and A. simus), and the South American giant short-faced bears of Arctotherium (including A. angustidens, A. vetustum, A. bonariense, A. wingei, and A. tarijense).


== Systematics ==
Traditionally the phylogenetic inner relationships of tremarctines had Plionarctos and Tremarctos being basal groups with respect to a short-faced bear clade of Arctodus and Arctotherium. A study of the affinities of bears belonging to Arctotherium indicates that they were more closely related to the spectacled bear than to Arctodus."
Arctotherium wingei,Tremarctinae,https://en.wikipedia.org/wiki/Tremarctinae,"The Tremarctinae or short-faced bears is a subfamily of Ursidae that contains one living representative, the spectacled bear (Tremarctos ornatus) of South America, and several extinct species from four genera: the Florida spectacled bear (Tremarctos floridanus), the North American short-faced bears of genera Plionarctos (P. edensis and P. harroldorum) and Arctodus (A. pristinus and A. simus), and the South American giant short-faced bears of Arctotherium (including A. angustidens, A. vetustum, A. bonariense, A. wingei, and A. tarijense).


== Systematics ==
Traditionally the phylogenetic inner relationships of tremarctines had Plionarctos and Tremarctos being basal groups with respect to a short-faced bear clade of Arctodus and Arctotherium. A study of the affinities of bears belonging to Arctotherium indicates that they were more closely related to the spectacled bear than to Arctodus."
Artibeus anthonyi,,,
Aztlanolagus agilis,Aztlanolagus,https://en.wikipedia.org/wiki/Aztlanolagus,"Aztlanolagus is an extinct monotypic genus of rabbit that lived during the Quaternary of the Southern to Southwestern United States and northern Mexico. Aztlanolagus agilis is currently the only recognized species, though differences among recovered fossils suggest that there may have been other species. The generic name refers to Aztlán, the legendary place of origin of the Nahua peoples as recorded in the mythological accounts of the Aztecs and other Nahua groups."
Babakotia radofilai,Babakotia,https://en.wikipedia.org/wiki/Babakotia,"Babakotia is an extinct genus of medium-sized lemur, or strepsirrhine primate, from Madagascar that contains a single species, Babakotia radofilai. Together with Palaeopropithecus, Archaeoindris, and Mesopropithecus, it forms the family Palaeopropithecidae, commonly known as the sloth lemurs. The name Babakotia comes from the Malagasy name for the indri, babakoto, to which it and all other sloth lemurs are closely related."
Bettongia pusilla,Nullarbor dwarf bettong,https://en.wikipedia.org/wiki/Nullarbor_dwarf_bettong,The Nullarbor dwarf bettong (Bettongia pusilla) was a species of bettong endemic to the Nullarbor Plain in Western Australia. It is only known from fossil records.
Bootherium bombifrons,Bootherium bombifrons,https://en.wikipedia.org/wiki/Bootherium_bombifrons,"Bootherium is an extinct bovid genus from the middle to late Pleistocene of North America which contains a single species, Bootherium bombifrons. Vernacular names for Bootherium include Harlan's muskox, woodox, woodland muskox, helmeted muskox or, bonnet-headed muskox Bootherium was one of the most widely distributed muskox species in North America during the Pleistocene era.


== Taxonomy ==
Fossils have been documented from Alaska to California and Texas, Missouri, Oklahoma, Virginia, North Carolina and New Jersey."
Boromys offella,Oriente cave rat,https://en.wikipedia.org/wiki/Oriente_cave_rat,The Oriente cave rat (Boromys offella) was a species of rodent in the family Echimyidae. It was endemic to Cuba. Its natural habitat was subtropical or tropical moist lowland forests.
Boromys torrei,Torre's cave rat,https://en.wikipedia.org/wiki/Torre%27s_cave_rat,Torre's cave rat (Boromys torrei) was a species of rodent in the family Echimyidae. It was endemic to Cuba. Its natural habitat was subtropical or tropical moist lowland forests.
Borungaboodie hatcheri,borungaboodie_hatcheri,,
Bos primigenius,Aurochs,https://en.wikipedia.org/wiki/Aurochs,"The aurochs ( or ; pl. aurochs, or rarely aurochsen, aurochses), also urus, ure (Bos primigenius), is an extinct species of large wild cattle that inhabited Europe, Asia, and North Africa. It is the ancestor of domestic cattle and the European bison, crossbred with Steppe bison."
Brachyprotoma obtusata,Brachyprotoma obtusata,https://en.wikipedia.org/wiki/Brachyprotoma_obtusata,Brachyprotoma obtusata (also known as the short-faced skunk) is an extinct genus of skunk of the Pleistocene epoch what is now North America.
Brotomys voratus,Hispaniolan edible rat,https://en.wikipedia.org/wiki/Hispaniolan_edible_rat,The Hispaniolan edible rat (Brotomys voratus) is an extinct species of rodent in the family Echimyidae. It was found in the Dominican Republic and Haiti. Its natural habitat was subtropical or tropical moist lowland forests.
Bubalus palaeokerabau,Mececyon trinilensis,https://en.wikipedia.org/wiki/Mececyon_trinilensis,"Mececyon trinilensis, the Trinil dog, is an extinct canid species, that lived in Indonesia during the Pleistocene.


== Description ==
The body size of Mececyon trinilensis been estimated to be about 22 kg. This size is the result of insular dwarfism."
Caipora bambuiorum,Atelinae,https://en.wikipedia.org/wiki/Atelinae,"The Atelinae are a subfamily of New World monkeys in the family Atelidae, and includes the various spider and woolly monkeys. The primary distinguishing feature of the atelines is their long prehensile tails, which can support their entire body weight.
Atelines live on the American continent from southern Mexico through central Brazil and Bolivia."
Caloprymnus campestris,Desert rat-kangaroo,https://en.wikipedia.org/wiki/Desert_rat-kangaroo,"The desert rat-kangaroo (Caloprymnus campestris), also called the buff-nosed rat-kangaroo, plains rat-kangaroo or oolacunta, is an extinct small hopping marsupial endemic to desert regions of Central Australia. It was discovered in the early 1840s and described by John Gould in London in 1843, on the basis of three specimens sent to him by George Grey, the governor of South Australia at the time.


== Description ==
It was formed like a kangaroo, but had the bulk of a small rabbit, and was described as being of a delicate and slender form."
Camelus dromedarius,Dromedary,https://en.wikipedia.org/wiki/Dromedary,"The dromedary ( or ), also called the Arabian camel (Camelus dromedarius), is a large, even-toed ungulate with one hump on its back. The dromedary is the smallest of the three species of camel; adult males stand 1.8–2 m (5.9–6.6 ft) at the shoulder, while females are 1.7–1.9 m (5.6–6.2 ft) tall. Males typically weigh between 400 and 600 kg (880 and 1,320 lb), and females weigh between 300 and 540 kg (660 and 1,190 lb)."
Canariomys bravoi,Tenerife giant rat,https://en.wikipedia.org/wiki/Tenerife_giant_rat,"The Tenerife giant rat (Canariomys bravoi) is an extinct species of rodent endemic to the island of Tenerife, the largest of the Canary Islands, Spain. Many remains have been found during archeological digs. Most remains are from the Pleistocene."
Canariomys tamarani,Gran Canaria giant rat,https://en.wikipedia.org/wiki/Gran_Canaria_giant_rat,"The Gran Canaria giant rat (Canariomys tamarani) is an extinct species of rat endemic to the island of Gran Canaria (Canary Islands, Spain).
This rodent is known from Holocene fossil remains found at several places on the island of Gran Canaria, the youngest of which have been dated to shortly before the beginning of the Common Era. This species was previously listed on the 2000 IUCN Red List of Threatened Species as extinct, but was removed from the list because it is now considered to have gone extinct before 1500 AD.
The giant rat reached a body length of about 25 cm, similar to the size of the brown rat."
Candiacervus cretensis,Candiacervus,https://en.wikipedia.org/wiki/Candiacervus,"Candiacervus is an extinct genus of deer native to Pleistocene Crete. Their most notable feature, besides their peculiar, spatula-shaped antlers, was their small stature: the smallest species, C. ropalophorus, stood about 40 cm at the shoulders when fully grown, as can be inferred from a mounted skeleton. As such, the genus is considered to be a textbook example of insular dwarfism."
Candiacervus dorothensis,Candiacervus,https://en.wikipedia.org/wiki/Candiacervus,"Candiacervus is an extinct genus of deer native to Pleistocene Crete. Their most notable feature, besides their peculiar, spatula-shaped antlers, was their small stature: the smallest species, C. ropalophorus, stood about 40 cm at the shoulders when fully grown, as can be inferred from a mounted skeleton. As such, the genus is considered to be a textbook example of insular dwarfism."
Candiacervus major,Candiacervus,https://en.wikipedia.org/wiki/Candiacervus,"Candiacervus is an extinct genus of deer native to Pleistocene Crete. Their most notable feature, besides their peculiar, spatula-shaped antlers, was their small stature: the smallest species, C. ropalophorus, stood about 40 cm at the shoulders when fully grown, as can be inferred from a mounted skeleton. As such, the genus is considered to be a textbook example of insular dwarfism."
Candiacervus rethymnensis,candiacervus_rethymnensis,,
Candiacervus ropalophorus,Candiacervus,https://en.wikipedia.org/wiki/Candiacervus,"Candiacervus is an extinct genus of deer native to Pleistocene Crete. Their most notable feature, besides their peculiar, spatula-shaped antlers, was their small stature: the smallest species, C. ropalophorus, stood about 40 cm at the shoulders when fully grown, as can be inferred from a mounted skeleton. As such, the genus is considered to be a textbook example of insular dwarfism."
Candiacervus SpII,candiacervus_spii,,
Canis dirus,Dire wolf,https://en.wikipedia.org/wiki/Dire_wolf,"The dire wolf (Canis dirus, ""fearsome dog"") is an extinct species of the genus Canis. It is one of the most famous prehistoric carnivores in North America, along with its extinct competitor, the sabre-toothed cat Smilodon fatalis. The dire wolf lived in the Americas during the Late Pleistocene epoch (125,000–10,000 years ago)."
Capreolus miyakoensis,capreolus_miyakoensis,,
Caprini indet,caprini_indet,,
Capromeryx minor,Capromeryx minor,https://en.wikipedia.org/wiki/Capromeryx_minor,"Capromeryx minor, sometimes known as the dwarf pronghorn, is a very small, extinct species of pronghorn-like antilocaprid ungulate discovered in the La Brea Tar Pits of California and elsewhere. It has been found at least as far east as the coast of Texas. It stood about 60 centimetres tall at the shoulders and weighed about 10 kilograms (22 lb)."
Capromys garridoi,Garrido's hutia,https://en.wikipedia.org/wiki/Garrido%27s_hutia,Garrido's hutia (Mysateles garridoi) is a critically endangered or possibly extinct species that is found in the Greater Antillean moist forests Global 200 ecoregion. Its previous range is thought to have included small islands in the Banco de los Jardins y Jardinillos of Canarreos Archipelago south of Cuba's Zapata Peninsula and east of the Isle of Youth. A single animal was collected around 1970 on Cayos Maja off of south-central Cuba.
Capromys SP_Now,capromys_sp_now,,
Castoroides ohioensis,Castoroides,https://en.wikipedia.org/wiki/Castoroides,"Castoroides, or giant beaver, is an extinct genus of enormous beavers that lived in North America during the Pleistocene. C. leiseyorum and its northern sister species Castoroides ohioensis, were the largest beavers to ever exist.


== Description ==

Species of Castoroides, also known as giant beavers, were much larger than modern beavers."
Catagonus stenocephalus,catagonus_stenocephalus,,
Catonyx cuvieri,,,
Cervus astylodon,Candiacervus,https://en.wikipedia.org/wiki/Candiacervus,"Candiacervus is an extinct genus of deer native to Pleistocene Crete. Their most notable feature, besides their peculiar, spatula-shaped antlers, was their small stature: the smallest species, C. ropalophorus, stood about 40 cm at the shoulders when fully grown, as can be inferred from a mounted skeleton. As such, the genus is considered to be a textbook example of insular dwarfism."
Chaeropus ecaudatus,Pig-footed bandicoot,https://en.wikipedia.org/wiki/Pig-footed_bandicoot,"The pig-footed bandicoot (Chaeropus ecaudatus) was a small marsupial of the arid and semi-arid plains of Australia. The distribution range of the species was later reduced to an inland desert region, where it was last recorded in the 1950s; it is now presumed to be extinct.


== Classification ==
This species was previously placed in the family Peramelidae, along with the bilbies, as the subfamily Chaeropodinae by McKenna and Bell (1997)."
Coelodonta antiquitatis,Woolly rhinoceros,https://en.wikipedia.org/wiki/Woolly_rhinoceros,"The woolly rhinoceros (Coelodonta antiquitatis) is an extinct species of rhinoceros that was common throughout Europe and northern Asia during the Pleistocene epoch and survived the last glacial period. The genus name Coelodonta means ""cavity tooth"". The woolly rhinoceros was a member of the Pleistocene megafauna."
Conilurus albipes,White-footed rabbit-rat,https://en.wikipedia.org/wiki/White-footed_rabbit-rat,"The white-footed rabbit-rat (Conilurus albipes) is an extinct species of rodent, which was originally found in woodlands from Adelaide to Sydney, but became restricted to south-eastern Australia. It was kitten-sized and was one of Australia's largest native rodents. It was nocturnal and lived among trees."
Coryphomys buehleri,Buhler's coryphomys,https://en.wikipedia.org/wiki/Buhler%27s_coryphomys,"Buhler's coryphomys (Coryphomys buehleri) is an extinct species of giant rat. It is known only from sub-fossil fragments that were found on Timor Island, Indonesia. It is related to the murines of New Guinea."
Coryphomys musseri,Coryphomys,https://en.wikipedia.org/wiki/Coryphomys,"Coryphomys is an extinct genus of rats, known from sub-fossils found on Timor. Its name is Greek for ""top-of-the-head mouse"" or ""summit mouse"".
Species include Coryphomys buhleri and Coryphomys musseri."
Crocidura dhofarensis,Dhofar shrew,https://en.wikipedia.org/wiki/Dhofar_shrew,The Dhofar shrew (Crocidura dhofarensis) is a white-toothed shrew found only in the Dhofar region of Oman.
Cryptochloris wintoni,De Winton's golden mole,https://en.wikipedia.org/wiki/De_Winton%27s_golden_mole,"De Winton's golden mole (Cryptochloris wintoni) is a species of mammal in the family Chrysochloridae. It is endemic to South Africa. Its natural habitats are subtropical or tropical dry shrubland, Mediterranean-type shrubby vegetation, and sandy shores."
Cryptonanus ignitus,Red-bellied gracile opossum,https://en.wikipedia.org/wiki/Red-bellied_gracile_opossum,"The red-bellied gracile opossum (Cryptonanus ignitus) is an extinct species of opossum that was native to Jujuy Province, Argentina. Its forest habitat has been destroyed, and it was last seen in 1962.


== References ==

Voss, R.S.; Lunde, D.P.; Jansa, S.A. (2005)."
Cryptoprocta spelea,Cryptoprocta spelea,https://en.wikipedia.org/wiki/Cryptoprocta_spelea,"Cryptoprocta spelea, also known as the giant fossa, is an extinct species of carnivore from Madagascar in the family Eupleridae, which is most closely related to the mongooses and includes all Malagasy carnivorans. It was first described in 1902, and in 1935 was recognized as a separate species from its closest relative, the living fossa (Cryptoprocta ferox). C. spelea is larger than the fossa, but otherwise similar."
Cuscomys oblativa,Cuscomys oblativus,https://en.wikipedia.org/wiki/Cuscomys_oblativus,"Cuscomys oblativus, the Machu Picchu arboreal chinchilla rat, is a large species of South American chinchilla rats, known from skeletal remains found by members of the Peruvian Expedition of 1912. The animals were buried alongside people in ancient Inca tombs at Machu Picchu in Peru. It was considered extinct by the IUCN in 2008, but conservation status was changed to data deficient in 2016."
Cuvieronius hyodon,,,
Cynotherium sardous,Sardinian dhole,https://en.wikipedia.org/wiki/Sardinian_dhole,"The Sardinian dhole (Cynotherium sardous), also known as the Sardinian fox, was an endemic insular canid, that occurred on the Mediterranean islands of Sardinia (Italy) and Corsica (France). Its range was because both Sardinia and Corsica were joined for much of the Pleistocene. It became extinct when humans began to settle on the island."
Dactylopsila kambuayai,,,
Damaliscus hypsodon,2012 in paleomammalogy,https://en.wikipedia.org/wiki/2012_in_paleomammalogy,"This article records new taxa of fossil mammals of every kind that have been described during the year 2012, as well as other significant discoveries and events related to paleontology of mammals that occurred in the year 2012.


== Newly named non-eutherian mammals ==


== Eutherians ==


=== Research ===
A phylogenetic analysis of living and fossil members of Carnivoramorpha is published by Michelle Spaulding and John J. Flynn (2012).
A study of fossil giant deers is published by I. A. Vislobokova (2012)."
Damaliscus niro,Blesbok,https://en.wikipedia.org/wiki/Blesbok,"The blesbok or blesbuck (Damaliscus pygargus phillipsi) is an antelope endemic to South Africa. It has a distinctive white face and forehead which inspired the name, because bles is the Afrikaans word for a blaze such as one might see on the forehead of a horse.


== Affinities and status ==
The blesbok and the bontebok (Damaliscus pygargus dorcas) are variant subspecies of one another and can readily interbreed, the offspring being known as the bontebles or baster blesbok, the differences between the two subspecies have arisen due to preferences for different habitats in the wild."
Dasypus bellus,Dasypus bellus,https://en.wikipedia.org/wiki/Dasypus_bellus,"Dasypus bellus, the beautiful armadillo, is an extinct armadillo species endemic to North America and South America from the Pleistocene, living from 1.8 mya—11,000 years ago, existing for approximately 1.789 million years.
Slightly larger than its living relative, the nine-banded armadillo, its fossils are known from Bolivia, Argentina, and Brazil to Florida. Records extend west to New Mexico and north to Iowa and Indiana."
Daubentonia robustus,daubentonia_robustus,,
Dendrolagus mayri,List of extinct animals of Oceania,https://en.wikipedia.org/wiki/List_of_extinct_animals_of_Oceania,"This is an incomplete list of extinct animals of Oceania. This list covers only extinctions from the Holocene epoch, a geological period that extends from the present day back to about 10,000 radiocarbon years, approximately 11,430 ± 130 calendar years BP (between 9560 and 9300 BC). For the extinct animals of Australia, Hawaiian Islands and New Zealand this is a list for the animals not found in these parts of Oceania."
Desmodus draculae,Desmodus draculae,https://en.wikipedia.org/wiki/Desmodus_draculae,"Desmodus draculae is an extinct species of vampire bat that inhabited Central and South America during the Pleistocene, and possibly the early Holocene. It was 30% larger than the extant common vampire bat. The species has been occasionally called the giant vampire bat in reference to its size."
Desmodus puntajudensis,Cuban vampire bat,https://en.wikipedia.org/wiki/Cuban_vampire_bat,The Cuban vampire bat (Desmodus puntajudensis) is an extinct species of vampire bat that was native to Cuba during the Pleistocene.
Desmodus stocki,Stock's vampire bat,https://en.wikipedia.org/wiki/Stock%27s_vampire_bat,"Desmodus stocki, or Stock's vampire bat, is an extinct species of vampire bat native to North America. Its fossils were discovered in Florida, farther north than any living vampire bats."
Diabolotherium nordenskioldi,diabolotherium_nordenskioldi,,
Dicroceros sp,dicroceros_sp,,
Diprotodon optatum,Diprotodon,https://en.wikipedia.org/wiki/Diprotodon,"Diprotodon, meaning ""two forward teeth"", is the largest known marsupial to have ever lived. Along with many other members of a group of species collectively known as the ""Australian megafauna"", it existed from approximately 1.6 million years ago until extinction some 46,000 years ago (through most of the Pleistocene epoch).
Diprotodon species fossils have been found in sites across mainland Australia, including complete skulls and skeletons, as well as hair and foot impressions."
Doedicurus clavicaudatus,Doedicurus,https://en.wikipedia.org/wiki/Doedicurus,"Doedicurus clavicaudatus was a prehistoric glyptodont, living during the Pleistocene until the end of the last glacial period, some 11,000 years ago. Its name means ""pestle tail"", referring to how, if the spikes were removed from the end of the tail, it would resemble a pestle. This was the largest known glyptodont, and one of the better-known members of the South American Pleistocene megafauna."
Dusicyon avus,Dusicyon avus,https://en.wikipedia.org/wiki/Dusicyon_avus,"Dusicyon avus is an extinct species in the genus Dusicyon. It was medium to large, about the size of a German shepherd. Its scientific name means ""ancestor of the foolish dog""."
Ekbletomys hypenemus,Ekbletomys,https://en.wikipedia.org/wiki/Ekbletomys,"""Ekbletomys hypenemus"" is an extinct oryzomyine rodent from the islands of Antigua and Barbuda, Lesser Antilles. It was described as the only species of the subgenus ""Ekbletomys"" of genus Oryzomys in a 1962 Ph.D. thesis, but that name is not available under the International Code of Zoological Nomenclature and the species remains formally unnamed. It is currently referred to as ""Ekbletomys hypenemus"" in the absence of a formally available name."
Elasmotherium sibiricum,Elasmotherium,https://en.wikipedia.org/wiki/Elasmotherium,"Elasmotherium (""Thin Plate Beast""), also known as the Siberian Unicorn is an extinct genus of rhinoceros endemic to Eurasia during the Late Pliocene through the Pleistocene, documented from 2.6 Ma to as late as 29,000 years ago in the Late Pleistocene. Three species are recognised. The best known, E. sibiricum, was the size of a mammoth and is thought to have borne a large, thick horn on its forehead."
Elephas antiquus,Straight-tusked elephant,https://en.wikipedia.org/wiki/Straight-tusked_elephant,"The straight-tusked elephant (Palaeoloxodon antiquus) is an extinct species of elephant that inhabited Europe during the Middle and Late Pleistocene (781,000–50,000 years before present). Some experts regard the larger Asian species, Palaeoloxodon namadicus, as a variant or subspecies. It was formerly thought to be closely related to the living Asian elephant; however, in 2016, DNA sequence analysis showed that its closest extant relative is actually the African forest elephant, L. cyclotis."
Elephas cypriotes,Cyprus dwarf elephant,https://en.wikipedia.org/wiki/Cyprus_dwarf_elephant,"The Cyprus dwarf elephant (Palaeoloxodon cypriotes) is an extinct species that inhabited the island of Cyprus during the Pleistocene until around 11,000 years BC. Remains comprise 44 molars, found in the north of the island, seven molars discovered in the south-east, a single measurable femur and a single tusk among very sparse additional bone and tusk fragments. The molars support derivation from the Straight-tusked elephant (Palaeoloxodon antiquus), that inhabited Europe since 780,000 years ago, who reached the island presumably during a Pleistocene glacial maximum when low sea levels opened terrestrial corridors between Cyprus and Asia Minor. During subsequent periods of isolation the population adapted within the evolutionary mechanisms of insular dwarfism, which the available sequence of molar fossils confirms to a certain extent."
Elephas iolensis,Elephas iolensis,https://en.wikipedia.org/wiki/Elephas_iolensis,"Elephas iolensis is an extinct species of large herbivorous mammal belonging to the Elephantidae family. The type specimen is located in the National Museum of Natural History in Paris. The species is thought to have lived in the African Savannah during the Late Pleistocene age, between 130,000 and 10,000 years ago."
Elephas mnaidriensis,Palaeoloxodon mnaidriensis,https://en.wikipedia.org/wiki/Palaeoloxodon_mnaidriensis,"Palaeoloxodon mnaidriensis or Elephas mnaidriensis is an extinct species of elephant from Malta and Sicily closely related to the modern Asian elephant. This elephant is a separate species with respect to the European mainland straight-tusked elephant (Palaeoloxodon antiquus) and not just a smaller insular form. Palaeoloxodon mnaidriensis has nearly 90% body reduction compared to the ancestral form with having an estimated shoulder height of about 1.8 metres (5.9 ft) and a mean body weight of about 1,100 kilograms (2,400 lb)."
Elephas namadicus,Palaeoloxodon namadicus,https://en.wikipedia.org/wiki/Palaeoloxodon_namadicus,"Palaeoloxodon namadicus or the Asian straight-tusked elephant, was a species of prehistoric elephant that ranged throughout Pleistocene Asia, from India (where it was first discovered) to Japan. It is a descendant of the straight-tusked elephant.
Some authorities regard it to be a subspecies of Palaeoloxodon antiquus, the straight-tusked elephant, due to extreme similarities of the tusks."
Elephas naumanii,elephas_naumanii,,
Elephas tiliensis,Dwarf elephant,https://en.wikipedia.org/wiki/Dwarf_elephant,"Dwarf elephants are prehistoric members of the order Proboscidea which, through the process of allopatric speciation on islands, evolved much smaller body sizes (around 1.5-2.3 metres) in comparison with their immediate ancestors. Dwarf elephants are an example of insular dwarfism, the phenomenon whereby large terrestrial vertebrates (usually mammals) that colonize islands evolve dwarf forms, a phenomenon attributed to adaptation to resource-poor environments and selection for early maturation and reproduction. Some modern populations of Asian elephants have also undergone size reduction on islands to a lesser degree, resulting in populations of pygmy elephants."
Eliomys morpheus,Majorcan giant dormouse,https://en.wikipedia.org/wiki/Majorcan_giant_dormouse,"The Majorcan giant dormouse (Hypnomys morpheus) is an extinct animal from Majorca, Spain in Europe. It is considered an example of island gigantism. The closest extant relative is considered to be the genus Eliomys, which includes the garden dormouse."
Equus hydruntinus,European ass,https://en.wikipedia.org/wiki/European_ass,"The European ass (Equus hydruntinus) is an extinct equine from the middle and late Pleistocene of Eurasia. It appeared first in the fossil report 300,000 years before present and did not disappear until Holocene times. In the late Pleistocene it was widespread throughout much of western Eurasia from the Middle East to Europe, especially along the Mediterranean, with fossil reports from Sicily, Turkey, Spain, France and Portugal."
Equus semiplicatus,Equus semiplicatus,https://en.wikipedia.org/wiki/Equus_semiplicatus,"Equus semplicatus, was a Pleistocene species of New World stilt-legged horse, and considered the type species for the stilt legged horses, one of three lineages of equids within the Americas, the other two being hippidionid and caballine horses. Now extinct, Equus semiplicatus once inhabited North America.
Fossils found William's Cave in Texas have been identified as Equus semiplicatus."
Eremotherium laurillardi,Eremotherium,https://en.wikipedia.org/wiki/Eremotherium,"Eremotherium is an extinct genus of ground sloth of the family Megatheriidae, endemic to North America and South America during the Pleistocene epoch. It lived from 4.9 mya—11,000 years ago existing (as a genus) for approximately 4.889 million years.
E. rusconi reached a length up to 6 m (20 ft) and a weight of more than 3 tonnes."
Euceratherium collinum,Euceratherium,https://en.wikipedia.org/wiki/Euceratherium,"The shrub-ox (Euceratherium collinum) is an extinct genus and species of ovibovine caprine native to North America.

Euceratherium was one of the first bovids to enter North America. It appeared on the continent during the early Pleistocene, long before the first bison arrived from Eurasia."
Eudorcas rufina,Red gazelle,https://en.wikipedia.org/wiki/Red_gazelle,"The red gazelle (Eudorcas rufina) was thought to be an extinct species of gazelle. It was formerly considered a member of the genus Gazella within the subgenus Eudorcas before Eudorcas was promoted to a full genus. It was thought to have lived in the better-watered mountain areas of North Africa rather than in deserts, because of the rich colouring on the coat."
Eupleres goudotii,Eastern falanouc,https://en.wikipedia.org/wiki/Eastern_falanouc,"The eastern falanouc (Eupleres goudotii) is a rare mongoose-like mammal in the carnivoran family Eupleridae endemic to Madagascar .
It is classified alongside the western falanouc, Eupleres major, recognized only in 2010, in the genus Eupleres. Falanoucs have several peculiarities."
